uid	original_id	id	original_title	title	rating
504504090138	20951	2796	Matthew Lillard To Play Matthew Lillard In Upcoming Film	MATTHEW LILLARD TO PLAY an addict IN UPCOMING FILM	0
504504090138	20951	2796	Matthew Lillard To Play Matthew Lillard In Upcoming Film	MATTHEW LILLARD TO PLAY an addict IN UPCOMING FILM	0
guest_9ccf2d84751efa421161d78922659e12	20959	1135	HP Unveils Non-Computer For Those Who Don't Need A Computer	HP UNVEILS "COMPUTER FOR THOSE WHO DON'T NEED A COMPUTER"	1
guest_9ccf2d84751efa421161d78922659e12	20959	1135	HP Unveils Non-Computer For Those Who Don't Need A Computer	HP UNVEILS "COMPUTER FOR THOSE WHO DON'T NEED A COMPUTER"	0
545739205525767	20959	1031	HP Unveils Non-Computer For Those Who Don't Need A Computer	HP UNVEILS NON-COMPUTER FOR THOSE WHO DON'T UNDERSTAND COMPUTERS	1
545739205525767	20959	1031	HP Unveils Non-Computer For Those Who Don't Need A Computer	HP UNVEILS NON-COMPUTER FOR THOSE WHO DON'T UNDERSTAND COMPUTERS	1
545739205525767	20959	1031	HP Unveils Non-Computer For Those Who Don't Need A Computer	HP UNVEILS NON-COMPUTER FOR THOSE WHO DON'T UNDERSTAND COMPUTERS	1
545739205525767	21023	748	Fire Consumes Big Happy Farm Where Families Send Sick Dogs To Run Free And Play	FIRE CONSUMES HALF OF BIG HAPPY FARM CO LEAVING 3 FAMILIES BROKE	1
545739205525767	21023	748	Fire Consumes Big Happy Farm Where Families Send Sick Dogs To Run Free And Play	FIRE CONSUMES HALF OF BIG HAPPY FARM CO LEAVING 3 FAMILIES BROKE	0.266
guest_0360f3c6c274052f62ca8603d19a2ebd	21023	999	Fire Consumes Big Happy Farm Where Families Send Sick Dogs To Run Free And Play	FIRE CONSUMES HOSPITAL-FARM WHERE FAMILIES SEND SICK DOGS TO RUN FREE AND PLAY	0.894
guest_0360f3c6c274052f62ca8603d19a2ebd	21023	999	Fire Consumes Big Happy Farm Where Families Send Sick Dogs To Run Free And Play	FIRE CONSUMES HOSPITAL-FARM WHERE FAMILIES SEND SICK DOGS TO RUN FREE AND PLAY	0.927
2531367477597	21028	281	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	FACEBOOK'S THIRD QUARTER EARNINGS SUGGEST MULTI-BILLION CORPORATION STOCKS WILL MAKE IT	0.105
2531367477597	21028	281	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	FACEBOOK'S THIRD QUARTER EARNINGS SUGGEST MULTI-BILLION CORPORATION STOCKS WILL MAKE IT	NULL
2531367477597	21028	281	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	FACEBOOK'S THIRD QUARTER EARNINGS SUGGEST MULTI-BILLION CORPORATION STOCKS WILL MAKE IT	0
2531367477597	21028	281	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	FACEBOOK'S THIRD QUARTER EARNINGS SUGGEST MULTI-BILLION CORPORATION STOCKS WILL MAKE IT	0
10152579041713756	21028	283	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	stock market GLAD MULTI-NATIONAL CORPORATION WILL MAKE IT	0.021
10152579041713756	21028	283	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	stock market GLAD MULTI-NATIONAL CORPORATION WILL MAKE IT	1
10152579041713756	21028	283	Guy Who Got Laid Off Just Glad Multi-National Corporation Will Make It	stock market GLAD MULTI-NATIONAL CORPORATION WILL MAKE IT	1
545739205525767	21030	713	Point Of Story Apparently That Man Ate At Restaurant	TRAGIC STORY OF MAN SHOT AT RESTAURANT	0
545739205525767	21030	713	Point Of Story Apparently That Man Ate At Restaurant	TRAGIC STORY OF MAN SHOT AT RESTAURANT	0.947
guest_0360f3c6c274052f62ca8603d19a2ebd	21030	993	Point Of Story Apparently That Man Ate At Restaurant	POINT OF STORY : APPARENTLY THAT MAN HATE RESTAURANT	0.933
guest_0360f3c6c274052f62ca8603d19a2ebd	21030	993	Point Of Story Apparently That Man Ate At Restaurant	POINT OF STORY : APPARENTLY THAT MAN HATE RESTAURANT	0.769
guest_0a5795aee79086fc6762bbccc8486678	21033	5363	Dysfunctional Singles Find Each Other	We tend to feel attracted to people similar to us	NULL
guest_0a5795aee79086fc6762bbccc8486678	21033	5363	Dysfunctional Singles Find Each Other	We tend to feel attracted to people similar to us	0
guest_cbc3b10326f83904d25b01645bc3bd5b	21033	5327	Dysfunctional Singles Find Each Other	TRANSGENDER SINGLES FIND EACH OTHER	NULL
guest_cbc3b10326f83904d25b01645bc3bd5b	21033	5327	Dysfunctional Singles Find Each Other	TRANSGENDER SINGLES FIND EACH OTHER	0.291
guest_a4b4488916dd122dfd758e191566985d	21041	5056	Joba Chamberlain Holds Stuffed-Animals-Only Meeting	JOBA CHAMBERLAIN HOLDS PLAYERS-ONLY MEETING	0.206
guest_3ad54efb2d09d5ea079c3a5b9248072a	21041	5086	Joba Chamberlain Holds Stuffed-Animals-Only Meeting	JOBA CHAMBERLAIN HOLDS STUFFED-ANIMALS-ONLY POLICY MEETING	0.537
guest_3c68b44bb394a50b9463bbc5074f6ddb	21044	6013	Pakistani Intelligence Announces Its Full Cooperation With U.S. Forces During Upcoming Top Secret June 12 Drone Strike On Al-Qaeda At 5:23 A.M. Near Small Town Of Razmani In North Waziristan	PAKISTANI INTELLIGENCE ANNOUNCES ITS participation WITH U.S. FORCES DURING UPCOMING JUNE 12 military exercise NEAR SMALL TOWN OF RAZMANI IN NORTH WAZIRISTAN	0.075
guest_3423fbdafa9d1c6f9bdd6d965cad43c8	21044	6003	Pakistani Intelligence Announces Its Full Cooperation With U.S. Forces During Upcoming Top Secret June 12 Drone Strike On Al-Qaeda At 5:23 A.M. Near Small Town Of Razmani In North Waziristan	PAKISTANI INTELLIGENCE ANNOUNCES ITS FULL COOPERATION WITH U.S. FORCES DURING DEADLY TOP SECRET JUNE 12 DRONE STRIKE ON AL-QAEDA AT 5:23 A.M. NEAR SMALL TOWN OF RAZMANI IN NORTH WAZIRISTAN	NULL
guest_3423fbdafa9d1c6f9bdd6d965cad43c8	21044	6003	Pakistani Intelligence Announces Its Full Cooperation With U.S. Forces During Upcoming Top Secret June 12 Drone Strike On Al-Qaeda At 5:23 A.M. Near Small Town Of Razmani In North Waziristan	PAKISTANI INTELLIGENCE ANNOUNCES ITS FULL COOPERATION WITH U.S. FORCES DURING DEADLY TOP SECRET JUNE 12 DRONE STRIKE ON AL-QAEDA AT 5:23 A.M. NEAR SMALL TOWN OF RAZMANI IN NORTH WAZIRISTAN	0.219
guest_86a0a6d6c780bd5085f10b8841d76b62	21053	3430	Bird Has Big Plans For New Cage	BIG BIRD HAS BIG PLANS 	0
guest_86a0a6d6c780bd5085f10b8841d76b62	21053	3430	Bird Has Big Plans For New Cage	BIG BIRD HAS BIG PLANS 	NULL
guest_86a0a6d6c780bd5085f10b8841d76b62	21053	3430	Bird Has Big Plans For New Cage	BIG BIRD HAS BIG PLANS 	0.8
guest_62238d52e8d0e5d5ff256d6d11003b1b	21053	3366	Bird Has Big Plans For New Cage	MAYOR HAS BIG PLANS FOR NEW PARK	0
guest_62238d52e8d0e5d5ff256d6d11003b1b	21053	3366	Bird Has Big Plans For New Cage	MAYOR HAS BIG PLANS FOR NEW PARK	0.095
10152579041713756	21053	4143	Bird Has Big Plans For New Cage	larry BIRD HAS BIG PLANS FOR NEW career	NULL
10152579041713756	21053	4143	Bird Has Big Plans For New Cage	larry BIRD HAS BIG PLANS FOR NEW career	1
10152579041713756	21053	4143	Bird Has Big Plans For New Cage	larry BIRD HAS BIG PLANS FOR NEW career	0
guest_440e47eeb9d0cbfb25a676c8f60f0370	21065	2994	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS FOOTBALL COACH	0.005
guest_440e47eeb9d0cbfb25a676c8f60f0370	21065	2994	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS FOOTBALL COACH	0.017
guest_4712440d5ab89603f17f2f96cb95eab5	21065	2972	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS HEAD COACH	0
guest_4712440d5ab89603f17f2f96cb95eab5	21065	2972	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS HEAD COACH	1
guest_d1493e97c618c51b33ee310a5bfb9bdb	21065	4182	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS HEAD FOOTBALL SCOREKEEPER	0.613
guest_d1493e97c618c51b33ee310a5bfb9bdb	21065	4182	Ohio State Hires Jim Tressel As Head Football Coach	OHIO STATE HIRES JIM TRESSEL AS HEAD FOOTBALL SCOREKEEPER	0.682
guest_f415c28a8fa90bba0aa4885de8778e0a	21072	5113	Paleontology Class Winces Whenever Fundamentalist Kid Raises Hand	SCIENCE TEACHERS WINCES WHENEVER CONSERVATIVE KIDS RAISE THEIR HANDS	0.617
guest_33ec9455e566a9b708846c88a8898184	21072	5124	Paleontology Class Winces Whenever Fundamentalist Kid Raises Hand	Paleontology class canceled	0
guest_a48815b923582f85d02bb0173c5462c3	21079	4851	Members Of U.S. Women’s Soccer Team Love Each Other Like Sisters And All That Shit	asdf	0.983
guest_e26a5a8daf56cb38dac95e707cf7061f	21079	4848	Members Of U.S. Women’s Soccer Team Love Each Other Like Sisters And All That Shit	MEMBERS OF U.S. WOMEN’S SOCCER TEAM MIGHT HATE EACH OTHER	0
guest_27740118700e5aa3c5e05fdf25733004	21081	5385	Derek Jeter Just 6 Squib Grounders, Shallow Bloops Away From 3,000 Hits	DEREK JETER JUST 6 SQUIB GROUNDERS, SHALLOW AWAY FROM 3,000 HITS	0.836
guest_0cc1396ec0612d2ab90fd596ed06e939	21081	5393	Derek Jeter Just 6 Squib Grounders, Shallow Bloops Away From 3,000 Hits	DEREK JETER JUST 12 SQUIB GROUNDERS, SHALLOW BLOOPS AWAY FROM 20,000 HITS	0.684
2531367477597	21084	275	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	INVESTIGATION FINDS MAN WRONGFULLY IMPRISONED FOR 3 MURDERS	0
2531367477597	21084	275	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	INVESTIGATION FINDS MAN WRONGFULLY IMPRISONED FOR 3 MURDERS	NULL
2531367477597	21084	275	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	INVESTIGATION FINDS MAN WRONGFULLY IMPRISONED FOR 3 MURDERS	0
2531367477597	21084	275	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	INVESTIGATION FINDS MAN WRONGFULLY IMPRISONED FOR 3 MURDERS	0
504504090138	21084	289	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	Investigation finds man wrongfully imprisoned for murder	0
504504090138	21084	289	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	Investigation finds man wrongfully imprisoned for murder	0.291
504504090138	21084	289	Investigation Finds Man Wrongfully Imprisoned For 3 Of 76 Murders	Investigation finds man wrongfully imprisoned for murder	NULL
504504090138	21087	122	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	Tireless reporter won great prize 	0.073
504504090138	21087	122	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	Tireless reporter won great prize 	1
504504090138	21087	122	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	Tireless reporter won great prize 	1
10152652213331974	21087	126	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	TIRELESS, HARDWORKING SPERM DONOR HAS ALREADY WON GREATEST PRIZE OF ALL	0.923
10152652213331974	21087	126	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	TIRELESS, HARDWORKING SPERM DONOR HAS ALREADY WON GREATEST PRIZE OF ALL	1
10152652213331974	21087	126	Tireless, Hardworking Reporter Has Already Won Greatest Prize Of All	TIRELESS, HARDWORKING SPERM DONOR HAS ALREADY WON GREATEST PRIZE OF ALL	0.937
guest_4712440d5ab89603f17f2f96cb95eab5	21099	3161	Area Therapist Beginning To Show Cracks In Caring Facade	AREA THERAPIST BEGINNING TO SHOW STRESS IN CARING FACADE	1
guest_4712440d5ab89603f17f2f96cb95eab5	21099	3161	Area Therapist Beginning To Show Cracks In Caring Facade	AREA THERAPIST BEGINNING TO SHOW STRESS IN CARING FACADE	1
guest_117c8b91facc6be31d3a6395bccea021	21099	1259	Area Therapist Beginning To Show Cracks In Caring Facade	AREA BUILDING BEGINNING TO SHOW CRACKS IN FACADE	0
guest_117c8b91facc6be31d3a6395bccea021	21099	1259	Area Therapist Beginning To Show Cracks In Caring Facade	AREA BUILDING BEGINNING TO SHOW CRACKS IN FACADE	1
guest_117c8b91facc6be31d3a6395bccea021	21099	1259	Area Therapist Beginning To Show Cracks In Caring Facade	AREA BUILDING BEGINNING TO SHOW CRACKS IN FACADE	1
guest_fb051efda71716aa78db504dc851151d	21099	1270	Area Therapist Beginning To Show Cracks In Caring Facade	OBAMACARE BEGINNING TO SHOW CRACKS IN CARING FACADE	0.07
guest_fb051efda71716aa78db504dc851151d	21099	1270	Area Therapist Beginning To Show Cracks In Caring Facade	OBAMACARE BEGINNING TO SHOW CRACKS IN CARING FACADE	0.005
guest_63148010d99699689834300d2a203f30	21120	4292	Area Woman Always Has Backup Problem Just In Case	Area woman lacks insurance	NULL
guest_63148010d99699689834300d2a203f30	21120	4292	Area Woman Always Has Backup Problem Just In Case	Area woman lacks insurance	0.865
guest_cacfd2e430d416713f364084795f2d06	21120	4289	Area Woman Always Has Backup Problem Just In Case	AREA WOMAN ALWAYS HAS BACKUP INTERNET JUST IN CASE	1
504504090138	21131	853	City Opens New Art Jail	CITY OPENS NEW ART museum	0.27
504504090138	21131	853	City Opens New Art Jail	CITY OPENS NEW ART museum	0.034
guest_4d39f3480ee0941ac5865b610d4e70e6	21131	903	City Opens New Art Jail	CITY OPENS NEW JAIL	0.002
guest_4d39f3480ee0941ac5865b610d4e70e6	21131	903	City Opens New Art Jail	CITY OPENS NEW JAIL	0.186
guest_bf8c80645dca0cd47c4090a0ec42614b	21135	1538	15-Year-Old Girl Viciously Torn Apart By Rabid Pack Of Peers	15-YEAR-OLD GIRL VICIOUSLY TORN APART BY RABID PACK OF WOLVES	0.402
guest_bf8c80645dca0cd47c4090a0ec42614b	21135	1538	15-Year-Old Girl Viciously Torn Apart By Rabid Pack Of Peers	15-YEAR-OLD GIRL VICIOUSLY TORN APART BY RABID PACK OF WOLVES	0.862
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21135	1569	15-Year-Old Girl Viciously Torn Apart By Rabid Pack Of Peers	15-YEAR-OLD GIRL VICIOUSLY TORN APART BY RABID PACK OF RATS	0.136
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21135	1569	15-Year-Old Girl Viciously Torn Apart By Rabid Pack Of Peers	15-YEAR-OLD GIRL VICIOUSLY TORN APART BY RABID PACK OF RATS	NULL
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21135	1569	15-Year-Old Girl Viciously Torn Apart By Rabid Pack Of Peers	15-YEAR-OLD GIRL VICIOUSLY TORN APART BY RABID PACK OF RATS	0.982
guest_cf92536b192fb6a9136cc89e55000a0e	21143	6334	Man Avoids Messing With Texas	MAN AVOIDS TEXAS	0
guest_ab862186024460c6e4d2b87d50099c40	21143	6335	Man Avoids Messing With Texas	Trump avoids messing with Texas	0
guest_0f1a76d256c6b3562b0aa93647e27772	21147	3127	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL CARGO CONTAINERS TO EVERY CONCEIVABLE USE	NULL
guest_0f1a76d256c6b3562b0aa93647e27772	21147	3127	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL CARGO CONTAINERS TO EVERY CONCEIVABLE USE	0.684
guest_0f1a76d256c6b3562b0aa93647e27772	21147	3127	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL CARGO CONTAINERS TO EVERY CONCEIVABLE USE	1
guest_4712440d5ab89603f17f2f96cb95eab5	21147	3120	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL WHIP CONTAINERS TO EVERY POSSIBLE USE	NULL
guest_4712440d5ab89603f17f2f96cb95eab5	21147	3120	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL WHIP CONTAINERS TO EVERY POSSIBLE USE	0.104
guest_4712440d5ab89603f17f2f96cb95eab5	21147	3120	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL WHIP CONTAINERS TO EVERY POSSIBLE USE	NULL
guest_4712440d5ab89603f17f2f96cb95eab5	21147	3120	Indiana Woman Puts Cool Whip Containers To Every Conceivable Use	INDIANA WOMAN PUTS COOL WHIP CONTAINERS TO EVERY POSSIBLE USE	1
10152588290628559	21152	1297	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	Jeter wins 11th consecutive espy for 'best personality'	NULL
10152588290628559	21152	1297	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	Jeter wins 11th consecutive espy for 'best personality'	0.239
10152588290628559	21152	1297	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	Jeter wins 11th consecutive espy for 'best personality'	0.997
10152588290628559	21152	1297	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	Jeter wins 11th consecutive espy for 'best personality'	1
10103292967478678	21152	1361	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	'kournikova' wins 11th consecutive espy for 'best tits'	1
10103292967478678	21152	1361	'Sports' Wins 11th Consecutive ESPY For 'Best Thing'	'kournikova' wins 11th consecutive espy for 'best tits'	0.071
guest_9a8824d1591f162bcc9d28b9a61a86fe	21153	2150	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	TIM DUNCAN SENDS TEAMMATES RUNNING FOR FIFTH CONSECUTIVE DAY	0.248
guest_9a8824d1591f162bcc9d28b9a61a86fe	21153	2150	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	TIM DUNCAN SENDS TEAMMATES RUNNING FOR FIFTH CONSECUTIVE DAY	1
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	NULL
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	NULL
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	NULL
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	NULL
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	0.272
guest_2f5ad24b85a80eae9ebdbb2c971e5d07	21153	2153	Tim Duncan Sends Teammates Google+ Invitations For Fifth Consecutive Day	Tim Duncan sends teammates dunkin donuts for fifth consecutive day	1
guest_fc56562fcb03828390c1e679e3615aaa	21167	3541	Abandoned Mall Retains Eerie Vestiges Of Fun Shopping Atmosphere	ABANDONED MALL RETAINS FINEST VESTIGES OF FUN SHOPPING ATMOSPHERE	0.315
guest_fc56562fcb03828390c1e679e3615aaa	21167	3541	Abandoned Mall Retains Eerie Vestiges Of Fun Shopping Atmosphere	ABANDONED MALL RETAINS FINEST VESTIGES OF FUN SHOPPING ATMOSPHERE	0
guest_b686ab42544accb04f98e2d4cb79c14e	21167	3502	Abandoned Mall Retains Eerie Vestiges Of Fun Shopping Atmosphere	Abandoned Shopping Mall Retains Staff, Vestiges of Hope   	1
guest_b686ab42544accb04f98e2d4cb79c14e	21167	3502	Abandoned Mall Retains Eerie Vestiges Of Fun Shopping Atmosphere	Abandoned Shopping Mall Retains Staff, Vestiges of Hope   	0.077
545739205525767	21172	2485	Pirates Starting To Pay Attention To Themselves	CONSUMERS STARTING TO PAY ATTENTION TO THEMSELVES	0.252
545739205525767	21172	2485	Pirates Starting To Pay Attention To Themselves	CONSUMERS STARTING TO PAY ATTENTION TO THEMSELVES	1
10203758256070427	21172	2527	Pirates Starting To Pay Attention To Themselves	PIRATES STARTING TO CALL ATTENTION TO THEMSELVES	1
10203758256070427	21172	2527	Pirates Starting To Pay Attention To Themselves	PIRATES STARTING TO CALL ATTENTION TO THEMSELVES	0
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21175	1586	Twins Shocked To Learn You Can Score 2 Runs In Same Play	TWINS SHOCKED TO LEARN YOU CAN SCORE 2 GIRLS IN SAME DAY	0.585
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21175	1586	Twins Shocked To Learn You Can Score 2 Runs In Same Play	TWINS SHOCKED TO LEARN YOU CAN SCORE 2 GIRLS IN SAME DAY	0
guest_7ea32f2b50190c6b9b7af6d041ceed2a	21175	1586	Twins Shocked To Learn You Can Score 2 Runs In Same Play	TWINS SHOCKED TO LEARN YOU CAN SCORE 2 GIRLS IN SAME DAY	1
guest_fb051efda71716aa78db504dc851151d	21175	1681	Twins Shocked To Learn You Can Score 2 Runs In Same Play	TIGERS SHOCKED TO LEARN YOU CAN SCORE 2 RUNS IN SAME PLAY	1
guest_fb051efda71716aa78db504dc851151d	21175	1681	Twins Shocked To Learn You Can Score 2 Runs In Same Play	TIGERS SHOCKED TO LEARN YOU CAN SCORE 2 RUNS IN SAME PLAY	1
guest_9ff0bd800892663fdc3888e4d1b93368	21179	4447	Obama: Debt Ceiling Deal Required Tough Concessions By Both Democrats And Democrats Alike	OBAMA: HEALTHCARE DEAL REQUIRED TOUGH CONCESSIONS BY BOTH DEMOCRATS AND DEMOCRATS ALIKE	NULL
guest_9ff0bd800892663fdc3888e4d1b93368	21179	4447	Obama: Debt Ceiling Deal Required Tough Concessions By Both Democrats And Democrats Alike	OBAMA: HEALTHCARE DEAL REQUIRED TOUGH CONCESSIONS BY BOTH DEMOCRATS AND DEMOCRATS ALIKE	0.063
guest_56887c2e279f8da258d9a71b7d7aa0be	21179	4482	Obama: Debt Ceiling Deal Required Tough Concessions By Both Democrats And Democrats Alike	OBAMA: DEBT CEILING DEAL REQUIRED TOUGH CONCESSIONS BY BOTH DEMOCRATS AND republicans ALIKE	0
guest_62238d52e8d0e5d5ff256d6d11003b1b	21185	3099	Obama Turns 50 Despite Republican Opposition	SOCIAL SECURITY TURNS 50 DESPITE REPUBLICAN OPPOSITION	1
guest_62238d52e8d0e5d5ff256d6d11003b1b	21185	3099	Obama Turns 50 Despite Republican Opposition	SOCIAL SECURITY TURNS 50 DESPITE REPUBLICAN OPPOSITION	0
guest_e7fa14af6e4ba2a7b80d18c2ab8550c8	21185	3135	Obama Turns 50 Despite Republican Opposition	REPUBLICAN PARTY OFFENSIVE WITH OBAMA's AGE	0.099
guest_e7fa14af6e4ba2a7b80d18c2ab8550c8	21185	3135	Obama Turns 50 Despite Republican Opposition	REPUBLICAN PARTY OFFENSIVE WITH OBAMA's AGE	0.507
504504090138	21188	917	Study: Whites To Be Minority In Donaldson Family By 2027	STUDY: WHITES TO BE MINORITY IN the US BY 2027	0.239
504504090138	21188	917	Study: Whites To Be Minority In Donaldson Family By 2027	STUDY: WHITES TO BE MINORITY IN the US BY 2027	0
545739205525767	21188	952	Study: Whites To Be Minority In Donaldson Family By 2027	STUDY: WHITES TO BE MINORITY IN AMERICA BY 2027	0.039
545739205525767	21188	952	Study: Whites To Be Minority In Donaldson Family By 2027	STUDY: WHITES TO BE MINORITY IN AMERICA BY 2027	NULL
545739205525767	21188	952	Study: Whites To Be Minority In Donaldson Family By 2027	STUDY: WHITES TO BE MINORITY IN AMERICA BY 2027	0.018
545739205525767	21197	6036	Doctors Concerned As Joe Blanton’s Goatee Flares Up Again	DOCTORS CONCERNED AS JOE BLANTON’S ACL FLARES UP AGAIN	0.177
guest_3d78dda70bf7275a7f5b6625edcaa549	21197	6034	Doctors Concerned As Joe Blanton’s Goatee Flares Up Again	DOCTORS CONCERNED AS JOE BLANTON'S THREAT FLARES UP AGAIN	0.993
guest_28efa45099a9f8a9812bb02333960e74	21203	1025	Area Loser Blissfully Unaffected By Whims Of Stock Market	AREA MAN UNAFFECTED BY STOCK MARKET WHIMS	0
guest_28efa45099a9f8a9812bb02333960e74	21203	1025	Area Loser Blissfully Unaffected By Whims Of Stock Market	AREA MAN UNAFFECTED BY STOCK MARKET WHIMS	1
545739205525767	21203	1016	Area Loser Blissfully Unaffected By Whims Of Stock Market	Brokers BLISSFULLY UNAFFECTED BY WHIMS OF STOCK MARKET 	0.346
545739205525767	21203	1016	Area Loser Blissfully Unaffected By Whims Of Stock Market	Brokers BLISSFULLY UNAFFECTED BY WHIMS OF STOCK MARKET 	0.684
guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	21204	2350	Laffy Taffy Sponsors Every Cobblestone At 9/11 Memorial	every state SPONSORS COBBLESTONE AT 9/11 MEMORIAL	0.042
guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	21204	2350	Laffy Taffy Sponsors Every Cobblestone At 9/11 Memorial	every state SPONSORS COBBLESTONE AT 9/11 MEMORIAL	0
10203557386389182	21204	2290	Laffy Taffy Sponsors Every Cobblestone At 9/11 Memorial	FAMILY SPONSORS A COBBLESTONE AT 9/11 MEMORIAL	0.743
10203557386389182	21204	2290	Laffy Taffy Sponsors Every Cobblestone At 9/11 Memorial	FAMILY SPONSORS A COBBLESTONE AT 9/11 MEMORIAL	0.158
504504090138	21215	958	Hollywood Mourns Passing Of 16th Or 17th Lassie	HOLLYWOOD MOURNS PASSING OF Robin Williams	0
504504090138	21215	958	Hollywood Mourns Passing Of 16th Or 17th Lassie	HOLLYWOOD MOURNS PASSING OF Robin Williams	0
545739205525767	21215	965	Hollywood Mourns Passing Of 16th Or 17th Lassie	HOLLYWOOD MOURNS PASSING OF LASSIE	0.925
545739205525767	21215	965	Hollywood Mourns Passing Of 16th Or 17th Lassie	HOLLYWOOD MOURNS PASSING OF LASSIE	0.057
guest_dfb35a52c31321d0a3c6d327f0182d2e	21234	4189	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION LACTEBO	NULL
guest_dfb35a52c31321d0a3c6d327f0182d2e	21234	4189	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION LACTEBO	0.837
guest_dfb35a52c31321d0a3c6d327f0182d2e	21234	4189	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION LACTEBO	NULL
guest_d1493e97c618c51b33ee310a5bfb9bdb	21234	4175	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION MARIJUANA	0
guest_d1493e97c618c51b33ee310a5bfb9bdb	21234	4175	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION MARIJUANA	0.652
guest_18a3e9d3522c67f8f0e56e97ac177abc	21234	3749	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION MEDICATIONS	0
guest_18a3e9d3522c67f8f0e56e97ac177abc	21234	3749	FDA Approves Sale Of Prescription Placebo	FDA APPROVES SALE OF PRESCRIPTION MEDICATIONS	0
