id	uid	batch_id	position	rating	title	truth_type	domain
10029	guest_23ddebebef72f522e606452109292fe2	bab53affd171e1c86e9169be6e9eb991	1	0.333	football : thursday's gossip column	real	bbc.co.uk
10030	guest_23ddebebef72f522e606452109292fe2	f99320f0250f72148ad7d4d6ef1b2bea	0	0.663	football : uruguay take last world cup spot	real	bbc.co.uk
10030	guest_f026e6858dd8913745d227aa87adb29f	9cea9b238b9b4fb7dec55579cb0a603c	1	0	football : uruguay take last world cup spot	real	bbc.co.uk
10031	guest_e60775440b4d658eb6bad9c31ee366b9	77a2af031bc50ca500c3cc060cc2f0f0	1	0.383	rugby union : welsh try 'concern' for williams	real	bbc.co.uk
10031	guest_23ddebebef72f522e606452109292fe2	44d41f475ff6e1706249a34dacb4379b	0	0.665	rugby union : welsh try 'concern' for williams	real	bbc.co.uk
10032	guest_e60775440b4d658eb6bad9c31ee366b9	7b19969b50a284b27d3b7fb4f67e41d0	0	0.222	new row over scotland's emergency tug cover	real	bbc.co.uk
10032	guest_23ddebebef72f522e606452109292fe2	3a10ce0d55c58d47613721e5a9c947fa	1	0.326	new row over scotland's emergency tug cover	real	bbc.co.uk
10033	guest_23ddebebef72f522e606452109292fe2	45e14bdd88fb1ceecd64e817dfbe18b5	1	0.702	football : flynn stays upbeat on wales u21	real	bbc.co.uk
10033	guest_e60775440b4d658eb6bad9c31ee366b9	e4b5c1356d3e78f2728f2337dde8a460	1	0.008	football : flynn stays upbeat on wales u21	real	bbc.co.uk
10034	guest_8e05085f5e416540c2543be942961004	1a6be52200b0150c422e1f0786e704b7	1	0.109	iran talks proceed as west seeks to raise nuclear issue	real	bbc.co.uk
10034	guest_5f610f6927582e251ba318d6b8292ec2	f52d91fea474f9b1999be300fc4ff671	0	0.001	iran talks proceed as west seeks to raise nuclear issue	real	bbc.co.uk
10035	guest_e37acf7bd268a6e12d9e424deb67af29	f5485f48e54f17399586099443dbb4c6	1	0.077	in pictures: recovering in sierra leone	real	bbc.co.uk
10035	guest_5f610f6927582e251ba318d6b8292ec2	c7027baeb7ad20adda1b497c60be0b65	0	0	in pictures: recovering in sierra leone	real	bbc.co.uk
10036	guest_5f610f6927582e251ba318d6b8292ec2	1b00d01e558f1dc196f40b6a2f1157f8	1	0	tennis - davis cup organisers do not fear 'world cup' plan	real	bbc.co.uk
10037	guest_5f610f6927582e251ba318d6b8292ec2	5c949a6bc61bbde9c22ba65fed485ff4	1	1	g20 police officer delroy smellie cleared of assault	real	bbc.co.uk
10038	guest_5f610f6927582e251ba318d6b8292ec2	d25cbee719b61a8515dc268349b51059	1	0	nokia says most apple products violate its patents	real	bbc.co.uk
10039	guest_604c93fb70070d033f0cabfbe1894c34	a64813f129e9cf7d662d5201867b668f	0	0.015	football - coventry sign owls defender wood	real	bbc.co.uk
10039	guest_9a8824d1591f162bcc9d28b9a61a86fe	49e29f96dfb727b9c3f651aa7e72f6d9	0	0.339	football - coventry sign owls defender wood	real	bbc.co.uk
10039	10152344750022333	cd20ec61a6fdcbc56f90d4a90aa6db19	0	0.71	football - coventry sign owls defender wood	real	bbc.co.uk
10040	guest_5f610f6927582e251ba318d6b8292ec2	bec8d877c509342439f7138d749edfc4	0	0	lebanon 'finds uk hostage body'	real	bbc.co.uk
10048	guest_d474859942c1941e9b3edce240638d16	a85cf9cd3bb305cbaaa29773c92b6a18	0	0.016	cricket - abu dhabi set for mcc v durham county season opener	real	bbc.co.uk
10048	guest_8f3674958c0cda2cc8c664150d7e4afe	00a22144f4e2dee9a42ec5222431787a	1	0.149	cricket - abu dhabi set for mcc v durham county season opener	real	bbc.co.uk
10048	guest_a797842aa7092ea3a2d633f541193d61	040f82ebc48a25d8f30fbaaf5baa8843	0	0	cricket - abu dhabi set for mcc v durham county season opener	real	bbc.co.uk
10050	guest_269dd060f365693e6de394dca778ab8f	71793656b8938ad88f5e4af3f2d68c0c	0	0	st peter port douzeniers elected	real	bbc.co.uk
10050	10152680929984314	acd554c952763416b0c33ab10c1f1749	0	1	st peter port douzeniers elected	real	bbc.co.uk
10066	guest_0360f3c6c274052f62ca8603d19a2ebd	e7c9cf582e9ea371dc76b24e26e54b00	1	0.021	australia aboriginal burial site vandalised	real	bbc.co.uk
10066	545739205525767	ba9a17bf5903c476bf255a208ef7c31e	0	0.031	australia aboriginal burial site vandalised	real	bbc.co.uk
10069	930904300269924	82de836a2421b5b57078b672014e1bf6	0	0	rugby league - wakefield's motu tony out injured for two months	real	bbc.co.uk
10069	10153189292228569	69dcf5e9413a74e84238233e6046f466	1	0.008	rugby league - wakefield's motu tony out injured for two months	real	bbc.co.uk
10100	guest_bf35f90279060c89064f58e155f16697	43acbd593e857d69fe5f0f56228d32fb	0	0	man critically injured after fire	real	bbc.co.uk
10100	guest_7ea32f2b50190c6b9b7af6d041ceed2a	f4cba6db24951713cf65a39bf72a18e1	1	0	man critically injured after fire	real	bbc.co.uk
10101	545739205525767	ed4ae26cf3b8f5562c81f8f5fe892daf	1	1	cash machine stolen in co tyrone	real	bbc.co.uk
10101	504504090138	1ddc4f71683fe826f36f12fddec4bc29	1	0	cash machine stolen in co tyrone	real	bbc.co.uk
10111	504504090138	453d418bb53e9e930bcd3aa00c363d65	0	0	meteor illuminates the utah sky	real	bbc.co.uk
10111	10203557386389182	0b3d7fd31cf951b41e0543d2048cef60	0	0	meteor illuminates the utah sky	real	bbc.co.uk
10120	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	37236460c7514ee7dad3c89cb1640b3c	1	0.615	possible hospital ban on smoking	real	bbc.co.uk
10120	guest_bf8c80645dca0cd47c4090a0ec42614b	81307f0f06f78c0d62fc81759089d98a	0	0	possible hospital ban on smoking	real	bbc.co.uk
10125	guest_29941d8ebdb12ef5b703d9f35283f3b0	9b59885de3026973fd90a3b2d08a65f8	1	0	football - ivory coast and germany draw 2-2	real	bbc.co.uk
10125	guest_2fbc03a6bb917745a76384d7b892686b	a6ec5dd4ed12616c3893a84e70acf245	1	0.005	football - ivory coast and germany draw 2-2	real	bbc.co.uk
10136	545739205525767	9e7b9f30f404216bfb7929c171b2a216	1	0.493	f1 - f1 gossip column	real	bbc.co.uk
10136	guest_1da99ee1ba2a04247e40665787f889d3	613ced8a0dc30e12620ca83fce0c338d	1	0.955	f1 - f1 gossip column	real	bbc.co.uk
10146	545739205525767	1758e578ce2b83dd1322c30782a40600	1	0	rugby union - edinburgh unveil eye-catching kit	real	bbc.co.uk
10146	guest_0360f3c6c274052f62ca8603d19a2ebd	e93d857bf1c4b106c56bf36a56fa2f6d	0	0.847	rugby union - edinburgh unveil eye-catching kit	real	bbc.co.uk
10177	10152579041713756	976be58e99d776294e9c6565fa333484	1	0	eu and us: president roles compared	real	bbc.co.uk
10177	504504090138	a7239607fc2f164c32814e675247d9c9	1	0	eu and us: president roles compared	real	bbc.co.uk
10178	guest_364f3bfed420033ea796f527f1606d82	07aaaa61e1abf913bd90964b73d31251	1	1	teachers' scores 'added to sats'	real	bbc.co.uk
10178	guest_946e32ae8f569f2501289f0b7659e5d5	6de065bdc509f62c4c7bd9e4948e3a5b	1	1	teachers' scores 'added to sats'	real	bbc.co.uk
10181	10152579041713756	15023068cd31293a8060ef34a3f70314	1	0.051	disability sports - paralympic sports await 2016 fate	real	bbc.co.uk
10181	504504090138	a1d891419685aabe3323ae131dcf37aa	0	1	disability sports - paralympic sports await 2016 fate	real	bbc.co.uk
10194	guest_b9a804b611e1939f42ac98f5c1059caa	f351ef6d735a3bc9114cb275100431a4	0	0	m&s christmas tv ad 'offensive'	real	bbc.co.uk
10194	guest_0360f3c6c274052f62ca8603d19a2ebd	31823c5a50b0a40f23ae50419a0ce8d9	0	0.141	m&s christmas tv ad 'offensive'	real	bbc.co.uk
10215	guest_2e07806a5d0bf5e3fe854d83cf1d9b35	5fc4d5ead7b3fb3f3864915c917c6001	1	0.02	jobs to go in council budget plan	real	bbc.co.uk
10215	guest_ebb4e278db758e4660415677af2f0ec7	895339921465fee520821cbceffa90f4	0	0	jobs to go in council budget plan	real	bbc.co.uk
10222	10152579041713756	f5d825ed1b4b8f110c680bf92ad2b3bf	1	0.002	man charged in deaths of victims found in ohio tree	real	bbc.co.uk
10222	10152677807519903	a254181c7710fa1ba1e29a2c427d0d69	1	0.181	man charged in deaths of victims found in ohio tree	real	bbc.co.uk
10225	504504090138	402c863957c096e85761e540bbb16eea	0	0	eleven sports receive 2012 olympics funding boost	real	bbc.co.uk
10225	545739205525767	8ab570988863f6e0c188c03e651a1079	1	0	eleven sports receive 2012 olympics funding boost	real	bbc.co.uk
10232	10152579041713756	dd4296e951a2e0fd48bf712c47f150b6	0	1	serial mistress claims she is helping ailing marriages	real	bbc.co.uk
10232	504504090138	21b1ef548230341357b865f41d67c33c	0	1	serial mistress claims she is helping ailing marriages	real	bbc.co.uk
10239	guest_30b0cdd608beb2bd9783d7e275366176	7ed9090449b9758e42076cc2a1e24238	0	0.113	italy plans to tax vatican on commercial properties	real	bbc.co.uk
10239	10152498976664822	b9650f4265ccc2241cc7fd566fb52ca4	0	0.108	italy plans to tax vatican on commercial properties	real	bbc.co.uk
10239	930904300269924	c9b97090a75ea9cfe4525722f79bc084	0	0	italy plans to tax vatican on commercial properties	real	bbc.co.uk
10257	guest_5babbad1a4d3a264d12830c6054e25dc	b745540d873a816d609f43995b388814	0	0	twitter urges murdoch to be open	real	bbc.co.uk
10257	545739205525767	1db19087b2b2a846cc7f67670f4975be	0	0	twitter urges murdoch to be open	real	bbc.co.uk
10268	10152579041713756	241cfc0ced793f9a5b52827a94d37541	0	0.129	peta's anti-meat poster in gloucester vandalised	real	bbc.co.uk
10268	504504090138	9ad81d643ba343f5b0266541fc6a5e82	1	0	peta's anti-meat poster in gloucester vandalised	real	bbc.co.uk
10275	10152588290628559	73dec55736810ba8da15c56d50e0c040	0	0	egypt's new assembly elects muslim brotherhood speaker	real	bbc.co.uk
10275	guest_4f0900647e648bdf1dd65727c1229a66	459b121299cd53056a82463363c0c81e	1	0.102	egypt's new assembly elects muslim brotherhood speaker	real	bbc.co.uk
10284	10152579041713756	5842df78f1f15cb8c1529e883cb96428	0	0.063	rugby union - thomas called up to wales bench	real	bbc.co.uk
10284	10152677807519903	916e5013c390a91a4fa01081ab6e361c	1	0.068	rugby union - thomas called up to wales bench	real	bbc.co.uk
10304	10203758256070427	3dc321e70fa6597aaab35808a776137b	1	0.63	iraq oil contract goes to angola's sonangol	real	bbc.co.uk
10304	guest_750f2f7d25a0e5d701a0bb34951f42cb	3b20de59704072c15790070533b8aa7e	0	0.079	iraq oil contract goes to angola's sonangol	real	bbc.co.uk
10321	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	268f46c2f69bc94d21f6444acf5e8325	1	0.202	injured horse rescued after fall	real	bbc.co.uk
10321	guest_aee9ee0a956858355924b26a47bd84da	c2f58274567eaab45bc742550197906f	1	0.491	injured horse rescued after fall	real	bbc.co.uk
10348	545739205525767	c157ed53ae944b948a66bdb166705f52	0	0	nasa needs more astronauts, report says	real	foxnews.com
10348	10152579041713756	77b54b5325f32d855e141bfe34f85d08	0	0.101	nasa needs more astronauts, report says	real	foxnews.com
10352	guest_28efa45099a9f8a9812bb02333960e74	735d08a594e4bcd460cace438c10ca29	1	0.224	officials clean out home of las vegas hoarder; find 5 fridges with rancid food, 5 dead cats	real	foxnews.com
10352	545739205525767	af7b2ec41f466ac4e9387d30160978d4	0	0.257	officials clean out home of las vegas hoarder; find 5 fridges with rancid food, 5 dead cats	real	foxnews.com
10359	10152579041713756	f9de307a8419b9e6d570b07b87bf1e25	0	0.067	report says cars face growing threat of hack attacks	real	foxnews.com
10359	10152677807519903	8b02eba60f69f324e898df2565611ff2	1	0.053	report says cars face growing threat of hack attacks	real	foxnews.com
10372	504504090138	a62dcefcf6fdc3fa1696cf5d5b0582da	1	0.01	tropical storm nate forms in gulf of mexico; maria swirls in atlantic	real	foxnews.com
10372	10152579041713756	ab79480b4f8f9e0e5167c81564000c32	1	0.065	tropical storm nate forms in gulf of mexico; maria swirls in atlantic	real	foxnews.com
10392	10152344750022333	f7e020377f8edefd5e7265b944d00d7e	1	0.817	holder denies prior knowledge of 'fast and furious'	real	foxnews.com
10392	guest_364f3bfed420033ea796f527f1606d82	a4f14d322b265176db3dc92df0f1ea0e	0	0.305	holder denies prior knowledge of 'fast and furious'	real	foxnews.com
10402	guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	856e308be26539575fcf6ca1f204dda4	1	0	german police detain 2; search islamic center	real	foxnews.com
10402	545739205525767	febeca444a3d351e83b0b98b4f2a7da6	1	0	german police detain 2; search islamic center	real	foxnews.com
10405	guest_b31c3adab1a0b469f661a22714c3129c	924bba649cc77c2c6070bfa9c690bf83	0	0.81	the genesis 5.0 r-spec is hyundai's power broker	real	foxnews.com
10405	10100338490064998	57a6c937de8e32be3b4ffd57eba6d175	0	0	the genesis 5.0 r-spec is hyundai's power broker	real	foxnews.com
10406	545739205525767	6cd702685ffb5cb58220716ce2ba4225	0	0.104	u.k. findings of iraqi abuse inquiry reveal 'breach of discipline'	real	foxnews.com
10406	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	c60d61e5de469f31d371ab2abadfdba8	0	0	u.k. findings of iraqi abuse inquiry reveal 'breach of discipline'	real	foxnews.com
10407	10152677807519903	1c74e421e05917aaeecf0cec8ad6fa95	1	0.96	gun owned by cop killer christopher dorner being auctioned at las vegas pawn shop	real	foxnews.com
10407	10152579041713756	dbd9bafb11bdc2f84410bbbaf46af762	1	0.643	gun owned by cop killer christopher dorner being auctioned at las vegas pawn shop	real	foxnews.com
10429	guest_117c8b91facc6be31d3a6395bccea021	8c2e28773546f74839094a7de2c9a14b	1	0.001	can carbon dioxide help with nasal allergies?	real	foxnews.com
10429	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	6caa85bbf0db235dcee50c770a21e69b	0	0.122	can carbon dioxide help with nasal allergies?	real	foxnews.com
10435	10152579041713756	557889e5420ae2c238870dd61df55d57	1	0.131	common pain meds don't provide 'good relief' for most	real	foxnews.com
10435	504504090138	aeb4140b10a1031a686e1bfdaaf7d114	0	0.144	common pain meds don't provide 'good relief' for most	real	foxnews.com
10455	10152588290628559	605016b5186bc4b89f2cce4bad3dbc01	1	0	karl lagerfeld sent dominique strauss-kahn flowers upon his return to paris, report says	real	foxnews.com
10455	guest_8d43394d05cc150d6b2baca401a9bc9e	036c50983a48521128ec1efa2b7b6475	1	0.018	karl lagerfeld sent dominique strauss-kahn flowers upon his return to paris, report says	real	foxnews.com
10457	guest_0360f3c6c274052f62ca8603d19a2ebd	88a7a4efee4a7f4f2382d71489277c22	1	0.706	bereaved parents at higher risk of early death, study says	real	foxnews.com
10457	545739205525767	86528fbfd3a162620f08b586a348f4da	1	0.027	bereaved parents at higher risk of early death, study says	real	foxnews.com
10459	guest_0360f3c6c274052f62ca8603d19a2ebd	edea032c74f997944d5c18ad33433db9	1	0.148	settlement reached in border killing civil case	real	foxnews.com
10459	10152579041713756	fd20b8144c754a9557b1ab312769dff4	1	0	settlement reached in border killing civil case	real	foxnews.com
10459	guest_b9a804b611e1939f42ac98f5c1059caa	378f62157d24930355c0f7c4897e3886	1	0	settlement reached in border killing civil case	real	foxnews.com
10465	guest_364f3bfed420033ea796f527f1606d82	b13b6e981091829ebc82d129b9916042	1	0.298	yemen: five civilians killed in airstrikes against al qaeda	real	foxnews.com
10465	guest_2f5ad24b85a80eae9ebdbb2c971e5d07	c808d430a56336d2855d19f7e8223c9f	1	0	yemen: five civilians killed in airstrikes against al qaeda	real	foxnews.com
10467	504504090138	1214692cc55dbea644a4ca8c1227ab0f	1	1	bestselling ufo book reveals new evidence, encounters, and insider accounts	real	foxnews.com
10467	10152579041713756	e25e129353246602a81e122ae7ccf063	1	0.052	bestselling ufo book reveals new evidence, encounters, and insider accounts	real	foxnews.com
10481	guest_42bd7e1bb2d6fff2cec15e1dc22a53f7	8ce56e894794e36d67a33ecd4dc52dda	0	0.159	bad grades or poor vision?	real	foxnews.com
10481	545739205525767	de2cbc4f9e19f7cf759c968960322f75	0	0.078	bad grades or poor vision?	real	foxnews.com
10489	545739205525767	5ba26ddff96c218c2704909d5637e05f	1	0.935	hot links: salma sizzles in red on magazine cover	real	foxnews.com
10489	guest_28efa45099a9f8a9812bb02333960e74	9d470108714e5b1919768de9b9be6483	0	0.094	hot links: salma sizzles in red on magazine cover	real	foxnews.com
10557	guest_203fc75682147b9b2beeb827d69ac02c	c9fb43243d94361946ca428719db046c	0	0	ten oil workers missing off stormy mexico coast	real	foxnews.com
10557	545739205525767	6c3ce3c8558e9154fbb51c95125f7e6e	1	0	ten oil workers missing off stormy mexico coast	real	foxnews.com
10559	guest_eb2ccd971298b78f1c884aecc9497531	4174f5b1e7e16a77233af3a5c55218e5	0	0	celeb daughters explore lesbian flings, affairs with married men in movie 'tanner hall'	real	foxnews.com
10559	guest_364f3bfed420033ea796f527f1606d82	48a831be1ae7674dee163e7b543c5725	0	0.767	celeb daughters explore lesbian flings, affairs with married men in movie 'tanner hall'	real	foxnews.com
10566	guest_98d9bde2c552decf587fc67da078d5de	07cc77418865b751efda5e8f0c63d58f	0	0	syrian protesters seek foreign help amid crackdown	real	foxnews.com
10566	guest_bf8c80645dca0cd47c4090a0ec42614b	917858c9adb4453f2602bb5947a51d0e	0	0	syrian protesters seek foreign help amid crackdown	real	foxnews.com
10568	guest_5babbad1a4d3a264d12830c6054e25dc	5f9382da4a698be6f47770bd417522a3	1	0.135	albanian citizen in new york charged with supporting terror group in pakistan	real	foxnews.com
10568	545739205525767	ca2d3204128f07b76b7860db22c99295	0	0	albanian citizen in new york charged with supporting terror group in pakistan	real	foxnews.com
10571	504504090138	0560da0ed4668fb2c607078bc863a65d	0	0.797	race for weiner's old seat could turn on jewish votes for catholic republican	real	foxnews.com
10571	10152579041713756	cf10a70c8437314ca8f5fde79e7716c6	0	0.214	race for weiner's old seat could turn on jewish votes for catholic republican	real	foxnews.com
10604	guest_8fa24515f662d145b8b32b4a5104fb52	88fcf3858eb6538c0e71fc942775c3af	0	0.099	as lawmakers wait on legislative language, obama hits the road to pitch $450 billion jobs plan	real	foxnews.com
10604	guest_f6753d03437fd69e094416da2106fd66	6981b9ebfac7b975948fc50d36be74ed	0	0.353	as lawmakers wait on legislative language, obama hits the road to pitch $450 billion jobs plan	real	foxnews.com
10607	10152652213331974	c8c736e715f44d6d3b010c250f439c90	1	0.176	in search of the next big attack, long after 9/11	real	foxnews.com
10607	504504090138	baefcb814f6f9e5fdd78f5950f956e4b	0	1	in search of the next big attack, long after 9/11	real	foxnews.com
10619	guest_00fca328b6cec20433ccd3ee7089a040	17717d84918dfa6705a8f4ca0300a9b8	1	0.042	terror threat darkens pentagon 9/11 ceremony	real	foxnews.com
10619	10152588290628559	ea5e5f632899085edac4586b1d796971	1	0	terror threat darkens pentagon 9/11 ceremony	real	foxnews.com
10639	guest_117c8b91facc6be31d3a6395bccea021	5389b2703622cde42a0f419c67765880	0	0.012	united takes delivery of north america's first dreamliner	real	foxnews.com
10639	guest_2f5ad24b85a80eae9ebdbb2c971e5d07	94cb59a8833720c76cc7fcce8d1dde0a	0	0	united takes delivery of north america's first dreamliner	real	foxnews.com
10670	504504090138	f21c73549d35680fb9b9487ce20cf305	1	0	granddad becomes oldest college player at 61	real	foxnews.com
10670	545739205525767	44825ebe5014b6afb0d9f0bb0384a3c6	0	0.969	granddad becomes oldest college player at 61	real	foxnews.com
10682	guest_4f0900647e648bdf1dd65727c1229a66	bb403ef8b658c9a7f8f24fd72c5e6f9d	1	0	roadside bombs kill 10 afghan civilians	real	foxnews.com
10682	10152588290628559	9c0463444858bdce00e3f44a681060ac	1	0	roadside bombs kill 10 afghan civilians	real	foxnews.com
10722	guest_2cd7e04ab35434b83e595113c462041a	35f3c643cded2d9beb729aa6af5d1363	0	0	f-16 jets shadow passenger plane headed to detroit, 3 detained	real	foxnews.com
10722	545739205525767	fa272668ae13c2f191e347dc04e63edf	0	0	f-16 jets shadow passenger plane headed to detroit, 3 detained	real	foxnews.com
10732	guest_0dedb72a23fbfb86c55d3edb9d0a133b	8b707300021daca78cf35fffe8541180	0	1	spongebob in hot water from study of 4-year-olds' behavior	real	foxnews.com
10732	504504090138	11030bff2aeca97ad8dc841f4f7c55dd	0	0.381	spongebob in hot water from study of 4-year-olds' behavior	real	foxnews.com
10735	guest_9a8824d1591f162bcc9d28b9a61a86fe	4e7310c518b171cfc84d04a67fb66b32	0	0	u.n.: death toll in syria at least 2,600	real	foxnews.com
10735	10152344750022333	4ce9c18cee5af69b6bb26dcfd4ab8915	0	0.133	u.n.: death toll in syria at least 2,600	real	foxnews.com
10766	guest_7ea32f2b50190c6b9b7af6d041ceed2a	f75b7332e2e3c91461ac23462a7db284	0	0.001	high court upholds murder convictions of vegan couple found guilty of starving baby	real	foxnews.com
10766	guest_fb051efda71716aa78db504dc851151d	7ae0e3c3e1be643b8037cec6fcbb8e0d	0	1	high court upholds murder convictions of vegan couple found guilty of starving baby	real	foxnews.com
10810	545739205525767	5c24b7f00ae7c5a27b553a1fcc962ee8	1	0	colombia downplays report of covert cia help against rebels	real	foxnews.com
10810	guest_0a8971f4386325c12387eccef9876a4e	e41c21d8b547630579b31d908c4f1ebe	0	0.255	colombia downplays report of covert cia help against rebels	real	foxnews.com
10811	guest_bf8c80645dca0cd47c4090a0ec42614b	ff762695170b6b9fca872b90cd0bd4d9	1	1	vw recalling 30k jettas due to exhaust pipe burns	real	foxnews.com
10811	guest_7ea32f2b50190c6b9b7af6d041ceed2a	17545a9206f38ee605b9a37c131f3baa	1	0.014	vw recalling 30k jettas due to exhaust pipe burns	real	foxnews.com
10827	545739205525767	29cb770483cca8328d164c0090159708	0	0.031	coldplay to collaborate with rihanna on upcoming album	real	foxnews.com
10827	10152579041713756	839a3ec1e25a5dc3653933d393b09a66	0	0.204	coldplay to collaborate with rihanna on upcoming album	real	foxnews.com
10832	545739205525767	b75aa776a10476e03c4f9a30e3019928	0	0	make september 11 a national holiday	real	foxnews.com
10832	guest_203fc75682147b9b2beeb827d69ac02c	02e2d8b3a507f0641ddf12a464be1767	0	0.181	make september 11 a national holiday	real	foxnews.com
10841	guest_8987c1b135f7eb10ff16d49cf063e40a	fe6c611a800e98fb391af94d27a9c4f4	1	0	supporters of 'personhood amendment' make case to mississippi voters	real	foxnews.com
10841	guest_269dd060f365693e6de394dca778ab8f	a6b2e3349f6ba74a04c25a6e62cbde7e	1	1	supporters of 'personhood amendment' make case to mississippi voters	real	foxnews.com
10846	guest_d6059808282cf6f8675b8c4a4129e716	3a47c9c3ec4089375c80c9a0348decfb	0	0	az sheriff arpaio's actions under ethics review	real	foxnews.com
10846	guest_24c2cf4b63616e33511f102b25362650	ef55da34539d0e8f9f1ddb5990fd8f69	1	0.76	az sheriff arpaio's actions under ethics review	real	foxnews.com
10851	guest_269dd060f365693e6de394dca778ab8f	6544a0a8ee969acbd50faed64b959ccf	1	0	u.s. scrambles to ease tension as israel's ties with allies erode	real	foxnews.com
10851	guest_a27797a659638027d21a0bdbc9fd4481	93ca5426d6451417d62673111c193c6f	1	0.042	u.s. scrambles to ease tension as israel's ties with allies erode	real	foxnews.com
10855	504504090138	2022715686614716876186c3dd10c691	1	0	president george w. bush congratulates obama on bin laden killing	real	foxnews.com
10855	10152308517891404	58b47a2aabb2c47aa8a2d1195ee56d37	0	0	president george w. bush congratulates obama on bin laden killing	real	foxnews.com
10856	2531367477597	01f6580b2aa6854dfc3f22f288722421	1	0	calif congresswoman: campaign robbed of $250,000	real	foxnews.com
10856	504504090138	9bebec229963b9bd50fea36e20d0d727	1	0.094	calif congresswoman: campaign robbed of $250,000	real	foxnews.com
10876	guest_71d6a93ac83ef6efefd8b15ecca0ad62	92eaa5aa27d4dc48fa3589370bb6d2d0	1	0.042	flashback: milton friedman on good capitalism	real	foxnews.com
10876	guest_7c54a28a16eacc522b8c3ef5e1a2dcce	04194abcb7df090118bfd743074123dd	1	0	flashback: milton friedman on good capitalism	real	foxnews.com
10880	guest_f8690c902ee6e27fbb3a25fc0ff1e295	22e76c3eb3127ae75d473f992c51c790	0	0.008	working-age people losing ground amid unemployment	real	foxnews.com
10880	545739205525767	36a68fc7a79ac9cb51b924803b197639	1	0.034	working-age people losing ground amid unemployment	real	foxnews.com
10884	guest_6093490309f5088a19350b35eca08823	00dba3f62c7eba9563dd6ec621c868b8	1	0	thousands visit after 9/11 memorial opens in ny	real	foxnews.com
10884	545739205525767	8f385416fe416e50afb7a29ab9a2686c	1	0.023	thousands visit after 9/11 memorial opens in ny	real	foxnews.com
10895	guest_7ea32f2b50190c6b9b7af6d041ceed2a	14ef79c9ce48348ab4b5a42bafadb1e0	0	0	federal court rules: cheerleading not a sport	real	foxnews.com
10895	guest_7efac8f0bd35a6b36009a0a8a0086e0d	a5210a6d05e13af6eb672769718e32d5	0	0.988	federal court rules: cheerleading not a sport	real	foxnews.com
10903	10152579041713756	fc913f0775f056b9807946d237fc91f0	1	0.077	mom donates kidney to son, loses job	real	foxnews.com
10903	504504090138	1214692cc55dbea644a4ca8c1227ab0f	0	0	mom donates kidney to son, loses job	real	foxnews.com
10904	guest_5395f5dcf1a7d64449e1359974269bca	9605d5cc6a2eb704086a9da256b1c34c	0	0	spain's 'el nino' lottery hands out $1.1 billion amid economic turmoil	real	foxnews.com
10904	guest_86e8d8a53a55a210a6fadebe2cc32d89	e4c53a7f838f5327b13b5372fbeaeaf4	0	1	spain's 'el nino' lottery hands out $1.1 billion amid economic turmoil	real	foxnews.com
10904	545739205525767	bc95a944bdc5333b2a821da13930137f	1	0.193	spain's 'el nino' lottery hands out $1.1 billion amid economic turmoil	real	foxnews.com
10905	guest_fcdeef52c8e113d1b87bdcd9fb89bf4e	575a4325dd8328b70733c407101619c4	0	0.095	'super-earth,' 1 of 50 newfound alien planets, could potentially support life	real	foxnews.com
10905	10203758256070427	a305ca0a0b9e7c6c3964ec49642dc64f	1	0	'super-earth,' 1 of 50 newfound alien planets, could potentially support life	real	foxnews.com
10908	guest_7c54a28a16eacc522b8c3ef5e1a2dcce	0c728e8ccb00581e60cf2abec9b4201e	0	0.047	report: most cases of dementia are not diagnosed	real	foxnews.com
10908	guest_ebb4e278db758e4660415677af2f0ec7	f2cae7c992fbd22afd96bb75b4d36c60	0	0	report: most cases of dementia are not diagnosed	real	foxnews.com
10958	guest_b31c3adab1a0b469f661a22714c3129c	a0c81585a996a7891636c088c0d54478	0	0.709	census: u.s. poverty rate swells to 27-year high of 15.1 percent	real	foxnews.com
10958	10152588290628559	f8b67fa367fca46dde60aab8b13c6f5e	0	0	census: u.s. poverty rate swells to 27-year high of 15.1 percent	real	foxnews.com
10987	504504090138	541ec22db13b57d5e9a9d0a64c0b6291	0	0	suspect arrested in dc transgender shooting	real	foxnews.com
10987	guest_2994714f43750289eabd6f4b52bf83e1	c87dd5ae6eb1752eb3ec9c8f6531f11f	0	0	suspect arrested in dc transgender shooting	real	foxnews.com
10987	545739205525767	763df43b2b0a3b387631450f40cf2e2f	0	0	suspect arrested in dc transgender shooting	real	foxnews.com
10996	545739205525767	c9bdd8e67443be84c236ce883879785e	1	0.018	4 face arson, hate crime trial for cross burning	real	foxnews.com
10996	10203758256070427	19151c5b2e03449858f9e0665b6c9da1	1	0	4 face arson, hate crime trial for cross burning	real	foxnews.com
10997	545739205525767	4211555645aaa7be8ad3de95e4f714b8	1	0	clinton: us hopes for quick release of hikers	real	foxnews.com
10997	guest_0360f3c6c274052f62ca8603d19a2ebd	dcebd89c45be1a1a1f272851aa15150e	0	0.344	clinton: us hopes for quick release of hikers	real	foxnews.com
